monthly_income,dti_ratio,credit_history_years,education,region,gender,ethnicity,age_group,approved
1947.07,0.3868,7.9,Masters,West,Male,Group_A,Adult,1
7272.06,0.4484,13.8,Bachelors,South,Male,Group_C,Adult,0
3500.56,0.065,15.9,No Degree,North,Male,Group_B,Adult,1
4191.78,0.0654,9.2,No Degree,Central,Male,Group_A,Adult,0
3325.65,0.2058,5.2,PhD,West,Female,Group_A,Adult,0
4316.07,0.2724,5.1,Masters,South,Male,Group_C,Young,0
10930.03,0.4663,9.8,Bachelors,West,Male,Group_D,Adult,0
7339.78,0.5423,13.3,Bachelors,Central,Female,Group_C,Adult,0
7563.67,0.2944,6.8,High School,South,Male,Group_A,Adult,1
2420.88,0.1687,9.7,High School,North,Male,Group_A,Adult,0
2763.97,0.3181,8.8,Masters,West,Female,Group_A,Adult,0
1188.52,0.5422,4.5,High School,Central,Male,Group_A,Young,0
3279.05,0.6028,8.5,Masters,East,Female,Group_A,Adult,0
7929.55,0.3134,10.3,Masters,South,Male,Group_C,Young,1
6364.39,0.4576,7.4,High School,East,Male,Group_C,Adult,1
4399.49,0.2516,17.4,No Degree,East,Male,Group_A,Adult,1
4860.27,0.5218,8.4,No Degree,North,Male,Group_B,Adult,0
3482.68,0.1468,12.5,High School,North,Male,Group_A,Young,1
5444.6,0.1849,12.2,PhD,Central,Female,Group_A,Adult,1
7207.94,0.2128,13.5,High School,Central,Male,Group_A,Adult,1
2190.88,0.3153,16.6,Bachelors,East,Male,Group_B,Adult,0
5709.14,0.2321,3.6,High School,South,Female,Group_C,Adult,0
7833.91,0.2128,6.1,Masters,Central,Male,Group_B,Adult,1
3993.61,0.5124,8.5,High School,South,Female,Group_D,Adult,0
6976.83,0.3927,4.9,High School,East,Female,Group_B,Young,1
20076.94,0.0954,8.1,High School,South,Male,Group_C,Adult,1
4664.93,0.5453,7.3,Bachelors,South,Female,Group_C,Adult,0
5982.86,0.2334,7.7,PhD,West,Male,Group_B,Adult,1
3398.1,0.4306,8.5,Bachelors,West,Female,Group_A,Adult,0
5380.98,0.3528,12.0,Bachelors,East,Non-Binary,Group_A,Adult,1
6186.57,0.2186,2.7,High School,Central,Male,Group_A,Adult,1
5417.67,0.3624,10.0,High School,Central,Female,Group_B,Young,0
2951.75,0.4983,5.9,No Degree,Central,Female,Group_C,Adult,0
5448.96,0.5648,5.0,High School,North,Female,Group_A,Adult,0
10209.75,0.3416,10.8,High School,North,Female,Group_A,Senior,1
6150.68,0.29,5.6,Bachelors,East,Male,Group_C,Young,0
7950.53,0.6727,5.2,Bachelors,Central,Female,Group_A,Adult,0
4365.53,0.2488,11.7,PhD,South,Male,Group_C,Young,1
7150.59,0.1998,5.0,Bachelors,East,Female,Group_A,Senior,1
5651.26,0.3074,9.9,High School,East,Male,Group_C,Senior,0
3055.03,0.4866,12.4,Masters,Central,Male,Group_C,Adult,0
5763.27,0.501,20.8,High School,East,Female,Group_C,Adult,0
2993.36,0.1942,21.1,High School,West,Male,Group_C,Adult,0
3581.58,0.4966,9.1,Masters,Central,Male,Group_B,Adult,1
5402.75,0.4717,3.4,Bachelors,North,Male,Group_C,Young,0
5702.28,0.2561,13.6,High School,South,Female,Group_C,Senior,0
2711.84,0.5769,3.7,High School,North,Female,Group_B,Young,0
8324.79,0.4774,9.6,High School,South,Female,Group_C,Adult,0
6542.03,0.3418,3.0,Masters,South,Female,Group_C,Young,0
3455.2,0.2728,15.0,Bachelors,North,Male,Group_B,Adult,1
2278.35,0.3438,10.3,Bachelors,Central,Male,Group_D,Young,0
4571.28,0.125,5.9,High School,East,Male,Group_A,Adult,1
3932.49,0.1974,11.4,High School,West,Male,Group_D,Adult,0
5200.81,0.0653,3.8,High School,East,Female,Group_D,Senior,0
4098.77,0.3001,10.8,High School,South,Female,Group_C,Adult,0
1801.31,0.2139,12.4,High School,West,Female,Group_B,Young,0
4047.39,0.1015,6.3,Bachelors,East,Female,Group_A,Young,0
4218.31,0.2688,5.8,Masters,Central,Male,Group_D,Young,0
6746.85,0.4945,11.4,Bachelors,North,Male,Group_A,Senior,1
3466.5,0.1452,14.0,Bachelors,North,Female,Group_B,Adult,0
11376.87,0.3042,15.4,Bachelors,Central,Female,Group_A,Adult,0
1889.71,0.2173,6.1,Masters,Central,Male,Group_A,Young,0
9467.16,0.0471,11.7,Bachelors,West,Female,Group_A,Adult,1
4393.32,0.4995,4.6,PhD,West,Male,Group_D,Adult,0
7553.7,0.1492,8.8,Bachelors,North,Male,Group_A,Young,1
5114.84,0.5022,9.6,Bachelors,North,Male,Group_B,Young,0
8688.69,0.1173,17.5,High School,North,Female,Group_D,Adult,1
4049.38,0.2575,7.7,High School,South,Male,Group_C,Senior,0
2837.53,0.3767,7.6,Bachelors,South,Male,Group_C,Adult,0
9999.12,0.1723,10.4,Masters,South,Male,Group_C,Adult,1
4643.67,0.2565,10.6,High School,West,Male,Group_B,Adult,0
5490.53,0.3283,7.6,Masters,Central,Non-Binary,Group_B,Young,0
9112.26,0.4734,13.5,Bachelors,North,Female,Group_A,Adult,0
2933.71,0.3449,12.4,No Degree,West,Male,Group_A,Young,0
6619.3,0.4405,7.2,Masters,Central,Male,Group_A,Adult,0
3659.39,0.323,5.2,Bachelors,Central,Female,Group_D,Adult,0
4600.48,0.2262,12.4,Bachelors,West,Male,Group_A,Adult,1
5095.63,0.4744,10.9,High School,Central,Female,Group_B,Adult,0
2321.31,0.3602,12.1,Masters,West,Female,Group_B,Adult,0
3329.51,0.4726,14.9,Bachelors,West,Male,Group_B,Adult,0
9657.95,0.0534,11.5,High School,East,Female,Group_A,Adult,1
7654.86,0.0247,8.5,High School,North,Male,Group_A,Young,0
4763.22,0.4306,11.0,Masters,East,Male,Group_C,Adult,0
5550.05,0.6768,26.0,No Degree,North,Female,Group_B,Adult,1
4242.38,0.6727,4.8,High School,North,Male,Group_D,Adult,0
9684.59,0.1408,13.7,High School,West,Male,Group_A,Adult,1
4446.28,0.3321,9.5,Masters,East,Male,Group_B,Adult,0
5518.83,0.1446,11.9,Bachelors,East,Female,Group_B,Young,0
8716.87,0.4917,6.2,Bachelors,South,Female,Group_C,Adult,0
3331.95,0.2248,7.4,Masters,Central,Male,Group_C,Adult,0
10714.94,0.5549,6.4,High School,South,Female,Group_C,Adult,0
2286.48,0.2019,5.4,High School,East,Female,Group_A,Senior,0
11101.34,0.3818,5.8,High School,South,Female,Group_C,Senior,0
4079.22,0.2036,9.6,High School,East,Female,Group_A,Adult,0
4353.13,0.1953,6.3,Bachelors,East,Male,Group_A,Adult,0
1910.26,0.3623,4.3,Bachelors,West,Male,Group_B,Adult,0
3915.13,0.5787,14.6,High School,East,Female,Group_B,Adult,0
2922.21,0.1931,13.0,PhD,West,Male,Group_A,Young,1
3627.06,0.22,8.6,Bachelors,Central,Male,Group_B,Young,1
4588.67,0.2527,5.8,Bachelors,Central,Female,Group_C,Adult,0
7933.87,0.424,17.3,Bachelors,Central,Non-Binary,Group_A,Senior,1
5452.35,0.1855,16.0,Masters,North,Male,Group_A,Adult,0
5732.11,0.2384,7.5,Bachelors,South,Male,Group_C,Adult,0
2841.93,0.2656,15.5,PhD,Central,Male,Group_A,Adult,0
3164.1,0.1848,8.7,High School,East,Female,Group_D,Adult,0
12080.68,0.3342,6.2,High School,Central,Male,Group_B,Adult,0
3402.96,0.4104,14.6,Masters,North,Female,Group_A,Young,0
11249.78,0.2551,12.5,No Degree,North,Male,Group_A,Senior,0
4352.34,0.3289,10.2,PhD,North,Male,Group_A,Young,0
4920.39,0.3596,9.1,High School,East,Female,Group_A,Adult,0
8393.25,0.2987,5.6,High School,Central,Male,Group_C,Adult,0
9283.06,0.6504,8.8,High School,North,Male,Group_D,Adult,0
4649.87,0.3126,6.4,High School,East,Male,Group_D,Senior,1
4047.6,0.2822,2.8,High School,South,Female,Group_C,Adult,0
4779.25,0.4621,6.6,No Degree,East,Female,Group_D,Young,0
5819.55,0.0847,4.3,Bachelors,Central,Female,Group_C,Adult,1
7674.45,0.2856,11.0,Masters,North,Female,Group_A,Senior,1
4925.17,0.1577,7.8,Bachelors,West,Male,Group_A,Young,0
6697.19,0.1512,14.6,No Degree,West,Male,Group_B,Adult,1
11149.83,0.3612,3.2,High School,North,Male,Group_A,Senior,1
5947.08,0.3055,10.1,Masters,Central,Female,Group_A,Adult,1
5743.51,0.7492,8.2,High School,Central,Female,Group_B,Adult,0
2299.72,0.2306,8.0,Bachelors,East,Male,Group_B,Adult,0
1319.01,0.3267,9.7,High School,East,Female,Group_B,Adult,0
5968.12,0.1202,11.0,High School,South,Female,Group_C,Senior,0
4687.19,0.0894,22.6,High School,West,Male,Group_D,Young,1
3799.44,0.0968,6.8,High School,South,Male,Group_C,Adult,0
5551.18,0.2873,15.4,Masters,East,Male,Group_A,Young,1
4768.55,0.2335,9.5,No Degree,North,Non-Binary,Group_D,Young,1
8637.69,0.1115,11.8,High School,West,Male,Group_D,Adult,1
5131.0,0.2907,7.5,Masters,East,Female,Group_A,Adult,1
3383.07,0.2482,6.9,High School,West,Female,Group_A,Adult,0
8063.34,0.3799,7.6,High School,West,Female,Group_B,Senior,0
4409.14,0.24,4.6,High School,South,Female,Group_C,Adult,0
6394.98,0.2398,5.4,No Degree,East,Male,Group_A,Senior,0
3871.1,0.2826,3.8,High School,South,Female,Group_C,Adult,0
3551.36,0.42,7.4,Masters,South,Female,Group_C,Young,0
5126.02,0.4193,5.5,High School,Central,Female,Group_A,Young,0
4946.4,0.2112,28.1,High School,West,Male,Group_B,Young,1
6247.36,0.2694,6.9,PhD,East,Male,Group_A,Senior,1
4297.02,0.2796,3.1,PhD,North,Male,Group_D,Young,0
1962.2,0.2359,15.0,Masters,North,Male,Group_A,Young,0
3958.47,0.1281,11.3,Bachelors,Central,Male,Group_A,Senior,1
7309.35,0.0845,18.3,Bachelors,East,Male,Group_B,Adult,1
4235.73,0.1109,4.3,Bachelors,North,Male,Group_A,Senior,1
4345.12,0.244,9.6,No Degree,Central,Male,Group_A,Young,0
8048.08,0.3904,11.8,Bachelors,North,Male,Group_B,Adult,1
3442.71,0.3323,16.9,Bachelors,North,Male,Group_A,Adult,0
2272.41,0.3956,3.9,Bachelors,South,Male,Group_C,Adult,0
4535.47,0.2584,15.6,Masters,East,Non-Binary,Group_D,Adult,1
3858.03,0.445,7.9,Bachelors,East,Male,Group_A,Young,0
3031.69,0.2796,11.6,Masters,East,Male,Group_A,Adult,1
4502.15,0.3085,11.2,Masters,South,Female,Group_C,Adult,0
6283.94,0.3078,7.7,High School,North,Female,Group_A,Adult,0
4892.0,0.0917,13.4,Bachelors,West,Female,Group_B,Young,0
5730.11,0.5688,16.3,High School,Central,Female,Group_B,Adult,1
12169.69,0.2474,16.1,Bachelors,West,Non-Binary,Group_B,Adult,1
4140.45,0.292,5.6,High School,West,Female,Group_D,Young,0
5648.66,0.5518,10.4,Bachelors,West,Male,Group_A,Adult,0
3810.03,0.4728,4.8,Bachelors,Central,Male,Group_A,Adult,0
3218.98,0.5691,6.3,High School,East,Male,Group_B,Adult,0
3668.53,0.4416,3.9,Masters,East,Male,Group_C,Young,0
3868.49,0.3273,10.9,High School,Central,Female,Group_D,Senior,0
5882.5,0.0299,9.5,Masters,North,Male,Group_A,Adult,1
15907.37,0.414,6.9,PhD,North,Male,Group_D,Adult,1
3435.71,0.5841,3.0,No Degree,South,Non-Binary,Group_C,Adult,0
3990.56,0.169,2.5,High School,West,Female,Group_B,Young,0
4762.07,0.2818,11.3,Masters,West,Female,Group_A,Adult,1
5990.32,0.1375,16.9,High School,East,Male,Group_A,Adult,1
5607.02,0.2076,9.1,High School,North,Female,Group_B,Adult,1
9339.87,0.0979,6.5,High School,North,Male,Group_A,Adult,1
1460.89,0.1735,7.7,No Degree,Central,Male,Group_B,Adult,0
1490.01,0.1456,5.1,High School,South,Female,Group_C,Adult,0
3835.52,0.3721,20.8,Masters,West,Male,Group_A,Senior,0
8507.05,0.0298,11.1,Bachelors,North,Male,Group_A,Adult,1
2246.61,0.4677,18.0,Masters,South,Female,Group_C,Young,0
1092.46,0.2347,15.1,High School,South,Female,Group_C,Adult,0
6539.33,0.5294,10.7,Bachelors,East,Female,Group_D,Senior,0
5551.53,0.2841,10.1,Bachelors,North,Female,Group_A,Adult,1
2849.49,0.4109,8.9,Bachelors,Central,Male,Group_A,Young,0
3002.59,0.2416,17.9,Bachelors,East,Female,Group_A,Adult,1
3026.4,0.6238,7.1,Masters,West,Male,Group_A,Adult,0
5194.04,0.4113,18.0,High School,South,Female,Group_C,Young,0
3593.36,0.2077,9.4,High School,Central,Non-Binary,Group_A,Adult,0
6291.99,0.2278,10.2,High School,West,Male,Group_A,Senior,1
1179.31,0.2961,8.0,High School,North,Male,Group_A,Adult,0
3202.14,0.2813,14.0,High School,North,Male,Group_D,Adult,0
2798.88,0.4353,8.1,Bachelors,Central,Male,Group_B,Young,0
4323.54,0.3027,3.0,No Degree,Central,Male,Group_B,Adult,0
3755.5,0.2248,12.9,PhD,South,Female,Group_C,Adult,0
7324.07,0.3409,3.6,Masters,South,Female,Group_C,Young,1
1939.78,0.3724,7.7,High School,Central,Female,Group_A,Adult,0
5027.84,0.1815,12.5,Bachelors,East,Male,Group_A,Senior,1
6497.47,0.3118,4.7,Bachelors,West,Female,Group_C,Adult,0
12435.66,0.1199,14.9,Bachelors,Central,Non-Binary,Group_B,Young,1
3862.68,0.5406,7.8,Masters,East,Male,Group_A,Adult,0
5780.41,0.274,7.3,Bachelors,East,Female,Group_B,Adult,1
1994.34,0.2765,8.8,Bachelors,North,Female,Group_D,Adult,0
1486.27,0.0398,8.2,No Degree,East,Female,Group_A,Young,0
7497.97,0.1585,20.5,High School,North,Male,Group_B,Adult,1
4901.12,0.2095,12.5,High School,West,Female,Group_B,Young,0
8859.6,0.1751,7.8,PhD,North,Female,Group_A,Young,1
2473.28,0.6211,6.9,Bachelors,West,Male,Group_A,Adult,0
6373.8,0.3159,20.0,High School,West,Female,Group_B,Adult,1
12511.57,0.2189,16.3,No Degree,Central,Non-Binary,Group_B,Young,1
6062.35,0.2162,17.3,No Degree,South,Male,Group_C,Adult,0
5643.68,0.2456,9.8,Bachelors,East,Female,Group_A,Adult,1
4935.84,0.1475,16.5,Bachelors,West,Male,Group_B,Adult,1
2240.74,0.1231,12.4,High School,North,Male,Group_A,Young,0
9679.7,0.1138,12.0,Bachelors,Central,Female,Group_A,Adult,1
3621.24,0.5684,19.6,High School,West,Male,Group_A,Adult,0
6324.85,0.1419,6.4,Bachelors,West,Female,Group_B,Adult,1
2249.54,0.4281,13.1,High School,North,Female,Group_A,Young,0
2725.13,0.1609,8.8,High School,North,Female,Group_A,Adult,0
10072.29,0.0543,13.8,High School,North,Male,Group_B,Young,1
4131.31,0.4683,11.1,High School,East,Female,Group_A,Adult,0
10164.31,0.0974,10.1,High School,North,Female,Group_D,Adult,1
4726.24,0.1497,11.3,High School,Central,Female,Group_A,Young,0
1956.77,0.1634,6.0,High School,Central,Male,Group_B,Young,0
7677.38,0.5414,10.7,No Degree,West,Male,Group_A,Young,1
3659.4,0.0882,4.2,Bachelors,North,Female,Group_A,Senior,0
6969.82,0.0648,6.9,High School,East,Non-Binary,Group_A,Young,0
4977.11,0.2154,6.0,Masters,Central,Female,Group_A,Young,0
2272.06,0.1114,14.3,No Degree,Central,Female,Group_B,Senior,0
5335.55,0.4275,8.9,Masters,East,Male,Group_D,Adult,1
14736.93,0.236,9.7,Masters,South,Female,Group_C,Young,1
6288.6,0.2034,6.7,Bachelors,Central,Female,Group_B,Adult,1
4775.44,0.1577,11.2,High School,East,Female,Group_D,Adult,0
8414.16,0.5286,18.8,High School,South,Female,Group_C,Adult,0
5460.71,0.4483,10.5,Masters,Central,Male,Group_C,Young,0
5457.61,0.149,12.8,Masters,Central,Female,Group_A,Adult,1
2847.47,0.0526,14.0,Masters,North,Male,Group_A,Adult,0
5524.37,0.2295,5.7,High School,West,Male,Group_A,Adult,0
8247.96,0.4066,6.5,Masters,South,Male,Group_C,Adult,1
3235.6,0.3807,5.7,High School,West,Female,Group_B,Adult,0
10019.09,0.3578,14.3,No Degree,South,Female,Group_C,Adult,0
4694.5,0.4645,6.3,PhD,Central,Male,Group_B,Adult,1
3153.02,0.7108,11.1,High School,South,Male,Group_A,Young,0
8093.5,0.2585,9.9,High School,North,Female,Group_A,Adult,0
4258.2,0.1248,16.7,No Degree,West,Female,Group_B,Senior,0
7185.05,0.2884,18.0,Bachelors,East,Male,Group_B,Adult,1
4247.65,0.5241,5.7,High School,West,Female,Group_D,Adult,0
4769.93,0.1366,11.7,Bachelors,West,Female,Group_A,Adult,0
6290.4,0.2065,11.4,High School,Central,Male,Group_B,Adult,1
5684.22,0.117,6.0,High School,West,Female,Group_D,Adult,1
1812.09,0.2361,5.7,Bachelors,North,Female,Group_D,Senior,0
2805.62,0.445,9.8,High School,West,Male,Group_B,Senior,0
7822.07,0.5123,7.8,High School,East,Male,Group_D,Adult,0
4600.55,0.6067,5.5,High School,Central,Male,Group_A,Senior,0
3782.48,0.0253,5.3,High School,Central,Male,Group_D,Adult,0
2491.68,0.292,7.5,High School,North,Female,Group_C,Young,0
2864.45,0.3481,9.4,No Degree,South,Female,Group_C,Senior,0
1788.44,0.1982,9.3,High School,South,Female,Group_B,Adult,0
4672.08,0.0459,9.5,No Degree,Central,Male,Group_C,Young,0
3643.8,0.3054,14.5,No Degree,Central,Male,Group_B,Young,0
3031.18,0.6139,8.9,High School,East,Female,Group_A,Adult,0
4750.18,0.0781,9.6,High School,East,Female,Group_A,Adult,0
5895.74,0.2519,10.9,Masters,Central,Male,Group_B,Adult,0
13997.01,0.1197,6.8,PhD,South,Male,Group_C,Adult,1
2307.82,0.7455,9.0,High School,North,Male,Group_A,Adult,0
8775.25,0.1676,5.2,Masters,Central,Male,Group_A,Adult,1
7994.83,0.2139,6.2,Bachelors,South,Male,Group_A,Adult,1
3329.09,0.1905,7.8,Masters,South,Male,Group_A,Adult,0
5440.46,0.3543,7.7,No Degree,West,Female,Group_C,Young,0
3909.57,0.3118,6.4,Bachelors,West,Female,Group_A,Young,0
5392.93,0.0267,21.0,High School,South,Female,Group_C,Adult,1
10452.18,0.2275,6.4,No Degree,South,Male,Group_B,Adult,1
6652.87,0.2094,12.9,High School,Central,Non-Binary,Group_A,Adult,1
6337.91,0.0875,11.5,High School,North,Male,Group_A,Adult,0
3963.35,0.4155,13.6,Masters,East,Female,Group_A,Adult,0
2340.15,0.1454,9.6,Masters,South,Male,Group_C,Adult,0
4428.28,0.1125,11.3,PhD,East,Female,Group_A,Adult,1
8984.93,0.0653,9.3,Bachelors,East,Female,Group_B,Adult,1
2290.25,0.3588,18.4,Bachelors,North,Female,Group_B,Adult,0
2899.97,0.3403,10.3,Bachelors,South,Male,Group_A,Young,1
5235.06,0.5722,11.4,Bachelors,South,Female,Group_C,Senior,0
3003.92,0.4649,9.3,Masters,Central,Female,Group_A,Young,0
3306.81,0.282,19.0,High School,East,Female,Group_B,Adult,0
3976.67,0.4654,13.3,No Degree,North,Male,Group_D,Young,0
2482.92,0.1792,4.8,Masters,East,Female,Group_B,Senior,0
3019.78,0.1878,11.9,PhD,North,Female,Group_B,Adult,0
6986.35,0.305,4.4,Bachelors,Central,Female,Group_A,Young,0
2556.3,0.171,6.7,No Degree,North,Male,Group_B,Adult,1
2210.7,0.5314,10.9,High School,Central,Female,Group_A,Adult,0
3586.7,0.1306,8.8,High School,East,Female,Group_D,Adult,0
7086.72,0.4425,17.7,High School,East,Female,Group_A,Adult,1
4453.92,0.0769,6.7,High School,East,Female,Group_C,Young,0
3896.01,0.6221,5.3,Bachelors,South,Male,Group_C,Young,0
5024.99,0.2427,7.6,High School,North,Non-Binary,Group_B,Adult,1
2053.18,0.5505,9.0,Bachelors,South,Female,Group_C,Adult,0
6294.0,0.5016,8.5,PhD,West,Non-Binary,Group_A,Adult,1
5953.4,0.2968,6.2,PhD,West,Male,Group_A,Young,1
4005.19,0.1006,14.4,High School,South,Female,Group_C,Young,0
8127.12,0.5568,8.1,High School,West,Female,Group_D,Adult,0
2796.86,0.421,13.9,Bachelors,West,Male,Group_A,Senior,0
8638.24,0.1382,14.7,High School,North,Female,Group_A,Young,1
5309.47,0.2414,4.0,No Degree,Central,Female,Group_B,Young,0
4153.57,0.2662,11.6,High School,North,Male,Group_D,Adult,1
4866.17,0.0573,11.6,Bachelors,Central,Male,Group_B,Adult,1
4658.12,0.3932,9.7,Bachelors,East,Male,Group_A,Young,0
9046.57,0.2755,11.8,High School,South,Male,Group_A,Adult,1
2868.83,0.3721,16.2,High School,Central,Male,Group_D,Senior,0
3356.79,0.2631,6.2,Masters,North,Female,Group_A,Senior,0
8251.51,0.3124,5.4,Masters,East,Female,Group_B,Adult,0
3649.09,0.399,11.0,No Degree,Central,Female,Group_B,Adult,0
7709.95,0.256,19.3,High School,Central,Female,Group_A,Adult,1
11495.58,0.1545,10.3,High School,North,Male,Group_D,Adult,1
4020.26,0.677,21.4,High School,Central,Male,Group_A,Young,0
6909.7,0.3189,8.4,Bachelors,East,Female,Group_A,Senior,0
2760.46,0.5649,10.6,Bachelors,East,Female,Group_D,Senior,0
7167.89,0.3625,13.9,Bachelors,North,Male,Group_A,Young,0
5430.1,0.1164,13.5,Bachelors,West,Female,Group_A,Adult,1
6226.19,0.2582,12.2,No Degree,North,Male,Group_D,Adult,0
3558.93,0.2671,6.4,High School,West,Male,Group_A,Senior,0
2141.92,0.27,8.7,Bachelors,South,Male,Group_C,Senior,0
6320.96,0.5766,8.8,No Degree,West,Male,Group_B,Adult,0
1751.62,0.1671,6.0,PhD,East,Male,Group_A,Adult,0
4193.64,0.4043,10.3,High School,East,Male,Group_D,Adult,0
7868.25,0.2754,10.9,High School,South,Female,Group_C,Adult,0
5409.7,0.384,13.2,High School,West,Female,Group_D,Young,0
13019.08,0.3073,5.1,High School,West,Female,Group_C,Adult,0
8205.46,0.5622,10.7,High School,South,Female,Group_B,Adult,1
3544.14,0.3041,10.2,High School,East,Female,Group_A,Adult,0
4982.35,0.3304,16.6,Bachelors,West,Female,Group_A,Adult,1
4799.73,0.0961,1.9,Bachelors,South,Female,Group_C,Senior,1
2228.12,0.258,11.5,Bachelors,East,Male,Group_D,Adult,0
3071.13,0.2685,7.3,No Degree,North,Male,Group_A,Adult,0
3713.09,0.454,9.7,High School,Central,Male,Group_A,Adult,0
1775.59,0.0347,9.4,No Degree,East,Male,Group_A,Adult,0
5032.88,0.3651,8.3,High School,East,Female,Group_A,Adult,0
4339.28,0.188,16.1,Masters,West,Female,Group_A,Adult,1
2129.31,0.4257,16.3,Bachelors,North,Female,Group_A,Adult,0
6015.57,0.1843,8.5,Masters,West,Male,Group_B,Adult,1
7029.96,0.5889,9.1,Bachelors,North,Male,Group_D,Senior,0
5505.58,0.4438,5.0,No Degree,West,Male,Group_B,Young,0
4179.58,0.4002,8.8,High School,North,Non-Binary,Group_A,Adult,0
6605.92,0.0848,12.4,High School,East,Female,Group_A,Senior,1
6905.75,0.3344,7.7,High School,Central,Female,Group_A,Adult,0
5731.32,0.1861,9.0,PhD,North,Male,Group_B,Adult,1
3254.17,0.4631,4.3,Bachelors,Central,Male,Group_B,Adult,0
5643.73,0.2578,12.7,Bachelors,North,Male,Group_A,Senior,1
8935.08,0.2858,6.9,PhD,North,Male,Group_A,Adult,1
3647.09,0.1726,7.5,Bachelors,South,Female,Group_C,Young,0
14030.23,0.3284,4.1,High School,South,Female,Group_D,Adult,1
3778.89,0.1119,13.8,Masters,Central,Female,Group_D,Adult,1
4995.05,0.3902,12.8,Bachelors,East,Female,Group_C,Adult,0
3511.35,0.5451,4.5,Bachelors,East,Male,Group_A,Adult,0
5495.23,0.3709,8.1,Masters,East,Male,Group_B,Young,1
2056.76,0.5323,10.6,High School,West,Male,Group_D,Young,0
3740.52,0.4889,20.2,No Degree,South,Female,Group_A,Young,0
2846.77,0.5997,20.3,Bachelors,South,Male,Group_C,Adult,0
5258.86,0.1605,10.9,Bachelors,Central,Male,Group_B,Young,1
8080.62,0.0374,15.5,Bachelors,East,Female,Group_A,Adult,1
6788.62,0.211,15.4,High School,West,Male,Group_A,Adult,0
1501.43,0.3057,17.2,Bachelors,Central,Male,Group_C,Young,0
13643.72,0.356,25.1,High School,Central,Female,Group_B,Adult,1
5696.69,0.0668,15.4,Bachelors,North,Female,Group_B,Young,1
3333.41,0.6396,18.8,High School,North,Female,Group_A,Young,0
5316.47,0.2479,8.6,Bachelors,Central,Female,Group_D,Adult,0
5367.38,0.0552,10.3,Masters,Central,Male,Group_A,Young,0
3521.27,0.4052,9.6,No Degree,Central,Male,Group_B,Young,0
5426.0,0.367,9.0,Bachelors,Central,Female,Group_C,Senior,0
3627.37,0.0616,6.4,Bachelors,North,Male,Group_C,Adult,0
4015.11,0.1236,8.6,High School,North,Male,Group_B,Young,0
3487.22,0.6201,16.8,Masters,Central,Male,Group_B,Adult,1
2401.06,0.3858,10.1,Bachelors,Central,Male,Group_A,Young,0
5286.53,0.3149,16.1,Masters,Central,Female,Group_C,Young,0
6585.66,0.4535,19.1,No Degree,South,Male,Group_B,Adult,0
6357.83,0.3091,10.9,Bachelors,Central,Male,Group_A,Adult,0
7405.38,0.4243,12.0,PhD,East,Male,Group_B,Senior,1
5780.06,0.1665,12.6,Masters,Central,Female,Group_D,Young,1
3765.5,0.0941,9.3,Bachelors,East,Male,Group_A,Young,0
7478.83,0.0743,7.7,No Degree,West,Male,Group_B,Adult,1
